"dyadid","animalid","id","day","behavior","state","time","duration","idAB","end","burstval","burstvalcume","burstvalNA","burstvalcumeNA","burstresolved","prepost","burstresolvedx","prepostx"
"A","S","20S",1,"Tailrattle","aggr",14.7144,2.66928,"B",17.38368,NA,NA,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",17.3837,0.867516,"B",18.251216,NA,NA,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",22.4553,2.43572,"B",24.89102,NA,NA,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",26.526,2.10206,"B",28.62806,NA,NA,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",28.628,1.73503,"A",30.36303,NA,NA,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",29.0284,1.33464,"B",30.36304,NA,NA,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",30.997,0.533856,"B",31.530856,NA,NA,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",56.0215,0.367026,"B",56.388526,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",56.3885,0.600588,"B",56.989088,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",56.9891,0.800784,"B",57.789884,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",57.7899,0.533856,"B",58.323756,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",58.3238,0.300294,"B",58.624094,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",58.6241,1.16781,"B",59.79191,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",59.7919,1.5682,"B",61.3601,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",60.626,1.03435,"A",61.66035,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",61.6604,2.16879,"A",63.82919,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",61.7605,0.233562,"B",61.994062,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",61.994,1.03435,"B",63.02835,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",63.0284,1.23454,"B",64.26294,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",63.8292,3.30323,"A",67.13243,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",64.2629,0.967614,"B",65.230514,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",65.2305,0.967614,"B",66.198114,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",68.4337,0.300294,"B",68.733994,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",68.734,1.16781,"B",69.90181,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",69.9018,2.06869,"B",71.97049,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",74.0725,0.934248,"B",75.006748,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",74.4729,2.13542,"A",76.60832,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",78.0764,0.266928,"B",78.343328,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",78.3434,0.400392,"B",78.743792,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",78.7438,0.266928,"B",79.010728,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Defensive freeze","sub",79.0107,0.934248,"B",79.944948,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",79.3443,3.26987,"A",82.61417,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",79.9449,0.83415,"B",80.77905,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",80.7791,0.633954,"B",81.413054,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",81.413,0.400392,"B",81.813392,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",81.8134,0.33366,"B",82.14706,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Defensive freeze","sub",82.1471,1.00098,"B",83.14808,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",82.6142,2.40235,"A",85.01655,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",83.1481,0.600588,"B",83.748688,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",83.7487,0.467124,"B",84.215824,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",84.2158,0.50049,"B",84.71629,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",84.7163,0.900882,"B",85.617182,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",85.0166,1.80176,"A",86.81836,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",85.6172,1.40137,"B",87.01857,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",86.8183,1.5682,"A",88.3865,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",87.0185,1.10108,"B",88.11958,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",88.1196,1.6683,"B",89.7879,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",93.258,0.200196,"B",93.458196,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",93.4582,1.20118,"B",94.65938,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",94.5259,1.73503,"A",96.26093,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",94.6593,2.66928,"B",97.32858,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",98.8968,0.967614,"B",99.864414,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",99.0303,2.20216,"A",101.23246,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",99.8644,1.5682,"B",101.4326,1,1,1,1,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",101.232,1.80176,"A",103.03376,1,1,1,1,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",148.145,0.400392,"B",148.545392,NA,NA,2,2,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",148.312,1.16781,"A",149.47981,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",148.545,2.03533,"B",150.58033,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",154.051,0.33366,"B",154.38466,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",154.384,0.467124,"B",154.851124,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",154.852,1.26791,"B",156.11991,NA,NA,2,2,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",156.487,3.20314,"A",159.69014,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",158.455,2.96957,"B",161.42457,NA,NA,2,2,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",159.69,3.83709,"A",163.52709,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",168.932,0.300294,"B",169.232294,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",169.232,0.467124,"B",169.699124,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",169.699,1.26791,"B",170.96691,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",170.967,2.10206,"B",173.06906,NA,NA,2,2,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",171.601,1.70167,"A",173.30267,NA,NA,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",178.908,0.133464,"B",179.041464,2,2,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",179.042,1.70167,"B",180.74367,2,2,2,2,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",179.509,1.70167,"A",181.21067,2,2,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",180.744,0.66732,"B",181.41132,2,2,2,2,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",181.211,1.16781,"A",182.37881,2,2,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",181.411,1.80176,"B",183.21276,2,2,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",183.213,0.233562,"B",183.446562,2,2,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",183.446,1.53484,"B",184.98084,2,2,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",185.148,0.83415,"B",185.98215,2,2,2,2,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",185.248,2.20216,"A",187.45016,2,2,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",187.016,1.8685,"B",188.8845,2,2,2,2,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",187.45,0.934248,"A",188.384248,2,2,2,2,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",191.12,0.467124,"B",191.587124,NA,NA,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",198.428,2.90284,"B",201.33084,NA,NA,3,3,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",199.595,2.06869,"A",201.66369,NA,NA,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",201.33,0.734052,"B",202.064052,NA,NA,3,3,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",201.664,2.66928,"A",204.33328,NA,NA,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",202.064,2.30225,"B",204.36625,NA,NA,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",212.708,1.60157,"B",214.30957,NA,NA,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",214.31,2.20216,"B",216.51216,NA,NA,3,3,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",215.244,1.60157,"A",216.84557,NA,NA,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",227.323,0.133464,"B",227.456464,3,3,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",227.456,1.73503,"B",229.19103,3,3,3,3,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",228.257,1.23454,"A",229.49154,3,3,3,3,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",231.56,3.03631,"A",234.59631,3,3,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",231.827,0.900882,"B",232.727882,3,3,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",232.728,1.8685,"B",234.5965,3,3,3,3,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",234.596,1.80176,"A",236.39776,3,3,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Defensive freeze","sub",234.596,2.40235,"B",236.99835,3,3,3,3,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",239.201,0.967614,"B",240.168614,NA,NA,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Defensive freeze","sub",240.168,0.16683,"B",240.33483,NA,NA,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",240.335,0.800784,"B",241.135784,NA,NA,4,4,30,"pre",13,"pre"
"A","T","20T",1,"Flee","sub",242.838,1.26791,"A",244.10591,NA,NA,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",247.609,1.36801,"B",248.97701,NA,NA,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",253.982,0.600588,"B",254.582588,4,4,4,4,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",254.549,3.36997,"A",257.91897,4,4,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",254.583,0.433758,"B",255.016758,4,4,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",255.016,3.00294,"B",258.01894,4,4,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",258.019,0.800784,"B",258.819784,4,4,4,4,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",258.286,0.867516,"A",259.153516,4,4,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",258.82,1.33464,"B",260.15464,4,4,4,4,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",259.154,3.83709,"A",262.99109,4,4,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",260.155,0.533856,"B",260.688856,4,4,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",260.689,0.900882,"B",261.589882,4,4,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",261.589,3.4367,"B",265.0257,4,4,4,4,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",281.809,1.63493,"B",283.44393,NA,NA,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",283.444,2.56918,"B",286.01318,NA,NA,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",286.013,1.70167,"B",287.71467,NA,NA,5,5,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",286.147,1.8685,"A",288.0155,NA,NA,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",296.057,0.83415,"B",296.89115,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",296.891,1.63493,"B",298.52593,5,5,5,5,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",297.391,0.934248,"A",298.325248,5,5,5,5,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",298.325,1.8685,"A",300.1935,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",298.526,0.83415,"B",299.36015,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",299.927,0.300294,"B",300.227294,5,5,5,5,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",300.194,2.66928,"A",302.86328,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",300.227,0.567222,"B",300.794222,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",300.794,0.467124,"B",301.261124,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",301.262,0.533856,"B",301.795856,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",301.795,0.533856,"B",302.328856,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",302.329,0.266928,"B",302.595928,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",302.596,1.33464,"B",303.93064,5,5,5,5,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",302.863,2.03533,"A",304.89833,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",303.931,1.7684,"B",305.6994,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",307.501,0.16683,"B",307.66783,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",307.668,2.20216,"B",309.87016,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",309.87,0.800784,"B",310.670784,5,5,5,5,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",309.97,4.70461,"A",314.67461,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",310.671,1.33464,"B",312.00564,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",312.005,0.367026,"B",312.372026,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",312.372,0.400392,"B",312.772392,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",312.773,2.26889,"B",315.04189,5,5,5,5,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",314.675,6.5731,"A",321.2481,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",315.042,1.7684,"B",316.8104,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",316.81,1.00098,"B",317.81098,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",317.811,2.20216,"B",320.01316,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",320.013,0.467124,"B",320.480124,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",320.48,0.400392,"B",320.880392,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",320.881,0.433758,"B",321.314758,5,5,5,5,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",321.315,1.30127,"B",322.61627,5,5,5,5,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",323.95,4.63787,"A",328.58787,NA,NA,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",335.996,1.13444,"B",337.13044,NA,NA,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",337.13,3.40333,"B",340.53333,NA,NA,6,6,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",337.264,4.17075,"A",341.43475,NA,NA,6,6,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",343.236,3.06967,"A",346.30567,6,6,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",343.67,0.400392,"B",344.070392,6,6,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",344.07,0.233562,"B",344.303562,6,6,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",344.304,1.4681,"B",345.7721,6,6,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",345.772,0.50049,"B",346.27249,6,6,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",346.272,0.83415,"B",347.10615,6,6,6,6,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",346.306,3.36997,"A",349.67597,6,6,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",347.106,2.50245,"B",349.60845,6,6,6,6,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",355.982,0.800784,"B",356.782784,NA,NA,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Lunge","aggr",356.783,4.53778,"A",361.32078,NA,NA,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",356.783,1.16781,"B",357.95081,NA,NA,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",357.95,2.83611,"B",360.78611,NA,NA,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",387.646,1.00098,"A",388.64698,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",387.98,0.800784,"B",388.780784,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",388.781,1.33464,"B",390.11564,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Flee","sub",388.881,0.367026,"A",389.248026,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",389.248,1.30127,"A",390.54927,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",390.115,0.900882,"B",391.015882,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",391.016,0.266928,"B",391.282928,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",391.283,0.767418,"B",392.050418,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",391.316,1.7684,"A",393.0844,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",392.051,0.266928,"B",392.317928,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",392.317,1.50147,"B",393.81847,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",395.087,0.700686,"A",395.787686,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Defensive freeze","sub",395.954,1.16781,"B",397.12181,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Lunge","aggr",398.09,1.90186,"A",399.99186,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",398.524,0.800784,"B",399.324784,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",399.324,0.266928,"B",399.590928,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",399.591,1.33464,"B",400.92564,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Lunge","aggr",399.992,0.633954,"A",400.625954,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",400.626,1.36801,"A",401.99401,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",401.86,0.767418,"B",402.627418,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",401.994,2.20216,"A",404.19616,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",403.528,1.40137,"B",404.92937,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",404.863,2.16879,"A",407.03179,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",405.764,1.13444,"B",406.89844,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",406.898,0.033366,"B",406.931366,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",406.932,0.967614,"B",407.899614,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",407.899,1.16781,"B",409.06681,7,7,7,7,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",408.8,0.800784,"A",409.600784,7,7,7,7,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",415.84,1.50147,"B",417.34147,8,8,8,8,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",417.042,1.53484,"A",418.57684,8,8,8,8,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",417.642,0.467124,"B",418.109124,8,8,8,8,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",418.109,1.20118,"B",419.31018,8,8,8,8,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",418.576,2.40235,"A",420.97835,8,8,8,8,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",419.311,2.53582,"B",421.84682,8,8,8,8,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",421.846,0.633954,"B",422.479954,8,8,8,8,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",422.48,3.10304,"A",425.58304,8,8,8,8,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",422.48,2.80274,"B",425.28274,8,8,8,8,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",440.031,1.00098,"B",441.03198,NA,NA,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",441.032,2.20216,"B",443.23416,NA,NA,9,9,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",441.566,0.867516,"A",442.433516,NA,NA,9,9,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",448.839,2.10206,"A",450.94106,9,9,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",448.973,1.16781,"B",450.14081,9,9,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",450.141,3.70363,"B",453.84463,9,9,9,9,30,"pre",13,"pre"
"A","T","20T",1,"Lunge","aggr",450.941,2.26889,"A",453.20989,9,9,9,9,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",453.21,1.50147,"A",454.71147,9,9,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Defensive freeze","sub",453.844,0.200196,"B",454.044196,9,9,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",454.045,0.567222,"B",454.612222,9,9,9,9,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",454.712,1.23454,"A",455.94654,9,9,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",454.912,1.6683,"B",456.5803,9,9,9,9,30,"pre",13,"pre"
"A","T","20T",1,"Defensive freeze","sub",455.946,2.60255,"A",458.54855,9,9,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",456.58,0.934248,"B",457.514248,9,9,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",457.515,1.40137,"B",458.91637,9,9,9,9,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",472.029,0.867516,"B",472.896516,10,10,10,10,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",472.496,2.90284,"A",475.39884,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",472.896,0.266928,"B",473.162928,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",473.163,2.33562,"B",475.49862,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",476.166,0.300294,"B",476.466294,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Bite","aggr",476.466,1.6683,"B",478.1343,10,10,10,10,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",477.234,3.16977,"A",480.40377,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Tailrattle","aggr",478.135,1.5682,"B",479.7032,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",479.703,1.03435,"B",480.73735,10,10,10,10,30,"pre",13,"pre"
"A","T","20T",1,"Subordinate posture","sub",480.404,3.2365,"A",483.6405,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",480.737,1.33464,"B",482.07164,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Flee","sub",482.072,0.700686,"B",482.772686,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Lunge","aggr",482.773,1.40137,"B",484.17437,10,10,10,10,30,"pre",13,"pre"
"A","T","20T",1,"Bite","aggr",483.64,1.06771,"A",484.70771,10,10,10,10,30,"pre",13,"pre"
"A","S","20S",1,"Subordinate posture","sub",484.174,2.00196,"B",486.17596,10,10,10,10,30,"pre",13,"pre"
"A","T","20T",1,"Tailrattle","aggr",484.708,2.33562,"A",487.04362,10,10,10,10,30,"pre",13,"pre"
